img_name,leaf_weight
001.png,67.24297471695937
002.png,355.6675623615252
003.png,9.797129676413206
004.png,64.63317474025047
005.png,73.59881566180383
006.png,74.0673031667718
007.png,1.7451453375977337
008.png,73.98442258505345
009.png,0.40071078162523577
010.png,87.56870023893673
011.png,1.1477746315277102
012.png,35.652173935874515
013.png,26.89822900632536
014.png,42.34886955951858
015.png,23.000225204875072
016.png,74.37256712208834
017.png,84.87889961105364
018.png,46.535374674898954
019.png,79.02746588895863
020.png,323.03442081657676
021.png,52.62869017411803
022.png,5.688698546646648
023.png,9.68777443249573
024.jpg,29.556167698536953
025.png,68.34263028875979
026.png,90.17681013938629
027.png,150.6832857266838
028.png,57.85098272462915
029.png,91.14538023598668
030.png,80.59720253561838
031.png,86.4618493345087
032.png,15.549324145121503
033.png,2.8830539478711756
034.png,6.582552399453107
035.png,11.945856241447089
036.png,174.4844695861379
037.png,3.399187916781827
038.png,85.57507608936
039.png,4.671785385801883
040.png,48.857165716243586
041.png,92.66163754027069
042.png,116.33607043833206
043.png,1.6464626355189296
044.png,39.85079111681658
045.png,71.24493236034748
046.png,40.85524430818075
047.png,71.34076327101157
048.png,45.94743055950628
049.jpg,84.03325186498357
050.png,84.92638572869011
051.jpg,237.2017201535101
052.png,68.14471052053082
053.png,87.05680297115174
054.png,64.20835790626737
055.png,80.44065844047952
056.png,39.447728868313426
057.png,73.37650328246933
058.png,41.0657476933676
059.png,32.439168996040024
060.png,72.32492955193106
061.png,2.61869725809116
062.png,29.595694922787615
063.png,88.51971279142819
064.png,81.47339214119249
065.png,87.18109777257297
066.png,45.210235609684844
067.png,73.90983110619865
068.png,73.6991562326406
069.png,142.01462813308433
070.png,13.762189687711896
071.png,266.96972410979544
072.png,81.16120293073268
073.png,85.1971210195344
074.png,3.407550893934072
075.png,12.438099306124897
076.jpg,147.8476133170507
077.png,1.5739207719480959
078.png,73.18561807700736
079.png,68.03679756730571
080.png,64.64043243317595
081.png,68.64315562899486
082.png,80.11579198814746
083.png,11.391723715007998
084.png,12.453069183760988
085.png,2.262970791668465
086.png,21.915184586230176
087.png,51.79344811594308
088.png,67.76366873501475
089.png,86.78561028727694
090.png,54.163494498918965
091.png,87.91416591998859
092.png,80.78822159572152
093.png,8.083624537430907
094.png,21.481258900990376
095.png,40.38104751644162
096.png,47.417150872503
097.jpg,42.32493231918138
098.png,86.1661954322367
099.png,75.74699056636746
100.png,4.295349229202145
101.png,313.63339313097595
102.png,2.6244280543246674
103.png,69.160636001987
104.png,78.64615755900734
105.png,0.9678520426533339
106.png,5.138502244433667
107.png,71.93197438744953
108.png,44.219300907668526
109.png,2.0296936737720017
110.png,1.140395067284686
111.jpg,22.681927858520723
112.png,0.6676542632427243
113.png,4.645965898713726
114.png,65.51672400635536
115.png,79.83792900696145
116.png,53.784548324389334
117.png,253.0512818829927
118.png,4.951782684706657
119.png,47.330454818827434
120.png,2.5243493725709243
121.jpg,173.25916096933855
122.png,25.61711254646611
123.png,40.76823621376583
124.png,54.35535069564336
125.png,39.571491543666845
126.png,79.66657256995336
127.png,47.7187222487153
128.png,55.42923154560371
129.jpg,8.053328749974256
130.png,38.08636380246778
131.png,29.362997778802097
132.png,357.1963083836149
133.png,31.554276147609997
134.png,399.3133925400687
135.png,114.6880408099606
136.jpg,52.78801138489854
137.png,0.4125665537851262
138.png,281.6047307725958
139.png,61.34687176563143
140.png,39.61347222058429
141.png,67.50025685798127
142.png,100.94882300981092
143.png,80.54478594273435
144.png,1.420985747984588
145.png,34.99297738565331
146.png,80.71670492807871
147.png,19.004918947358306
148.png,92.6884599718687
149.png,75.33646443897932
150.png,8.348229519976911
151.jpg,8.356548207573198
152.png,28.710698471791318
153.png,7.893103224923749
154.png,80.699400521022
155.png,41.60417953542208
156.png,15.9572194371002
157.png,2.325131794162843
158.png,40.391305527413856
159.png,73.25289047871364
160.png,40.8211034916326
161.png,64.25821059558533
162.png,2.0574566891444164
163.png,0.48804762700061133
164.jpg,19.665233509506983
165.jpg,8.09178568675182
166.png,12.132484451788898
167.png,3.842836429836936
168.png,6.540345989483384
169.png,17.86803186840673
170.png,55.31910917913165
171.png,39.70615169054086
172.png,60.37233983162332
173.png,4.436459590685175
174.png,11.439984023970979
175.jpg,12.157586100740247
176.png,3.0529681290827284
177.png,89.56843502930316
178.png,79.59351286162222
179.png,13.79720090681326
180.png,23.73276699392453
181.png,208.86528126457102
182.png,6.019799420636971
183.jpg,37.357798299355665
184.png,80.31628023977488
185.png,2.1278326241859418
186.png,225.04314164932956
187.png,18.206763281547083
188.png,403.50299948728843
189.png,40.20892847214906
190.png,60.85472474566567
191.png,12.973854477473424
192.png,89.40965859327808
193.png,65.8918079799179
194.png,14.581230820797813
195.png,74.25532852931116
196.png,2.726466287606925
197.png,25.73399984096293
198.png,69.69673861710841
199.png,136.6224689035854
200.png,61.52817385547982
201.png,46.11009774190282
202.png,236.21825253936836
203.png,1.2526461574598784
204.png,72.94536168281903
205.png,17.352267305535243
206.png,50.96382667999328
207.png,75.34553524471362
208.png,10.557380220858846
209.png,12.267287378444522
210.png,71.43509399992529
211.png,40.526049850996344
212.png,1.7486675655189856
213.png,5.239751396300463
214.png,8.83477263255601
215.png,47.055822613167024
216.png,61.479202504470706
217.png,49.14565599952728
218.png,5.20944156974727
219.png,72.2939569315166
220.png,88.33295863097035
221.png,26.158917682221094
222.png,152.58996584684309
223.png,58.78769516485849
224.png,61.20365975598209
225.png,12.981493881977812
226.png,92.38883953676233
227.png,41.04894761878116
228.png,66.47835032614003
229.png,36.28426020837645
230.png,25.719851729180462
231.png,80.07685021694867
232.png,9.903810887887218
233.png,32.22147598901399
234.png,358.68820389534847
235.png,55.50740180613088
236.png,120.22234780601104
237.png,6.709321152967462
238.png,3.608303007807578
239.jpg,5.741291254371561
240.jpg,14.418157222215058
241.png,236.7466134139683
242.jpg,18.11578632828197
243.png,42.05006388721173
244.png,2.0556166942043888
245.png,56.43498541664571
246.png,4.964069578370541
247.jpg,67.19159730957998
248.png,89.30831843380453
249.png,25.19756555730001
250.png,61.46139596723154
251.png,23.48437886080699
252.png,67.33366632826664
253.png,9.814469911715264
254.png,67.56229665680695
255.png,21.71784746420237
256.png,71.67251492371898
257.png,69.56405844428492
258.png,48.711850884266816
259.png,58.916652615758935
260.png,1.0008060747994278
261.png,82.0946333982722
262.png,89.65940179097616
263.png,90.12239629977411
264.png,54.744942763818194
265.png,51.46060956485745
266.png,15.3941537263755
267.png,56.56811282531115
268.png,0.9660540596753862
269.png,1.0476623282030602
270.png,73.37200735493215
271.png,113.6121102352855
272.png,68.64185607391408
273.png,84.53663877610785
274.png,92.27217350476093
275.png,20.950737485629126
276.jpg,258.8099611341311
277.png,9.562459393768606
278.png,2.4853634541068317
279.png,0.9939705602379547
280.png,391.16286725828985
281.png,42.434252057982015
282.png,7.821218364076216
283.png,10.843796689152342
284.png,3.2743847879764587
285.png,215.7760731243695
286.png,67.95500190215584
287.png,194.2440469897009
288.png,197.87216622802652
289.png,7.54538889377109
290.png,6.558406417481677
291.png,48.462466132413596
292.png,42.859614636773834
293.png,4.686272838677638
294.png,11.413456486762911
295.png,13.760836547769799
296.png,85.10519065617355
297.png,3.620919208591559
298.png,7.580172909337946
299.png,0.6770011659874768
300.png,78.82331320715785
301.png,41.20717235887175
302.png,0.6593872889769585
303.png,60.682121121518556
304.jpg,10.449460783640419
305.png,78.19691403559366
306.png,5.874360871766456
307.png,34.94741353589115
308.png,7.975675563856541
309.jpg,31.689788859324814
310.png,76.2157179136135
311.png,393.72988329342803
312.png,44.32744051164934
313.jpg,207.5376555506395
314.png,134.0202069670156
315.png,8.403590839576253
316.png,22.271267532960238
317.png,2.5545891364128153
318.png,161.19756891998284
319.png,80.19624573470568
320.png,85.00078951445985
321.png,44.90183936937537
322.png,84.59130641883233
323.png,1.5502184077399335
324.png,2.27890688183588
325.png,91.78873175239788
326.png,29.423630778370374
327.png,116.74873237481764
328.png,77.02961524726277
329.png,41.51337878601527
330.png,84.0049595594611
331.png,1.093735451047607
332.png,2.7720655792476663
333.jpg,184.4617421287219
334.png,240.49218332440105
335.png,26.4270162778259
336.png,40.705666531814686
337.png,6.113696470292183
338.png,26.87970927881338
339.png,79.0723149188482
340.png,70.42982046997243
341.png,40.957228920028946
342.png,3.060108187398839
343.png,89.74320706459129
344.png,78.7641817495804
345.png,83.75877023769443
346.png,287.57853957864904
347.png,24.435163333088198
348.png,0.9873063457536944
349.png,400.997806612536
350.jpg,21.93553446043154
351.png,1.3292496001420773
352.png,89.60538209294407
353.png,27.639041078038403
354.png,17.154117804783375
355.png,7.4820417897157085
356.png,46.50835123800385
357.png,28.26951183509661
358.png,40.87103071293061
359.png,5.051779738753524
360.png,87.13619407349728
361.png,81.63426099510257
362.png,198.09363383415538
363.png,44.4567036807881
364.png,26.93365624891279
365.png,25.725695991448262
366.png,282.72959297665136
367.png,266.6285744103988
368.png,16.581695482279578
369.png,45.87002018293492
370.png,60.65134554893605
371.png,73.93828509015886
372.png,3.700055924865268
373.png,81.42797932858716
374.png,289.27896524735047
375.png,162.8391390829356
376.png,188.63356494767567
377.png,68.33080064374641
378.png,3.3950628125327995
379.jpg,112.54476249209924
380.png,41.63521457994472
381.png,1.4891073401856403
382.png,58.37370983630642
383.png,26.6265934349911
384.png,3.6362219457365796
385.png,348.3224704020072
386.png,81.68730301005334
387.jpg,8.883776868913287
388.png,2.2990137442446894
389.png,72.22980801926735
390.png,2.1627733024114377
391.png,21.1855848924424
392.png,57.93054886151462
393.png,17.006703542130197
394.png,220.66769804327114
395.jpg,93.96425073551596
396.png,73.64466974864274
397.png,41.38720232669584
398.png,69.67859075753097
399.png,4.219467025184159
400.png,67.21523583448854
401.png,25.32024387440709
402.png,79.88739793363031
403.png,27.174576438371112
404.png,42.470480737533634
405.png,49.17835223258271
406.png,43.2058704878929
407.png,40.69753045178021
408.png,65.38518845341768
409.png,6.747596039285909
410.png,40.38718489460191
411.png,65.90287490361513
412.png,22.772225150228657
413.png,383.66315241475894
