img_name,leaf_weight
001.png,53.598835
002.png,351.1952
003.png,7.1072435
004.png,53.128006
005.png,59.90162
006.png,58.52015
007.png,0.8102542
008.png,63.497055
009.png,1.3185577
010.png,58.681877
011.png,0.9157804
012.png,47.289314
013.png,25.584372
014.png,31.562561
015.png,18.727419
016.png,62.07672
017.png,56.17283
018.png,39.630764
019.png,64.330986
020.png,327.80164
021.png,40.548775
022.png,0.607213
023.png,8.113375
024.jpg,21.944994
025.png,62.35854
026.png,90.4219
027.png,146.7673
028.png,44.309547
029.png,68.896774
030.png,63.915424
031.png,61.826126
032.png,1.6029388
033.png,0.92681384
034.png,6.6716976
035.png,0.6030424
036.png,176.53056
037.png,0.82703185
038.png,59.20302
039.png,2.7737
040.png,39.72498
041.png,68.693954
042.png,124.20868
043.png,1.5580873
044.png,36.43538
045.png,60.38844
046.png,36.750412
047.png,62.012306
048.png,38.91313
049.jpg,78.85951
050.png,65.27415
051.jpg,256.6234
052.png,63.897118
053.png,65.26037
054.png,69.18408
055.png,63.64107
056.png,44.071712
057.png,59.212738
058.png,38.708664
059.png,18.355341
060.png,61.152946
061.png,0.79632163
062.png,14.145592
063.png,67.4883
064.png,65.48041
065.png,64.6433
066.png,55.888653
067.png,51.578377
068.png,55.198566
069.png,139.88309
070.png,0.8878721
071.png,274.19955
072.png,66.18877
073.png,58.337498
074.png,3.0702107
075.png,0.6908902
076.jpg,160.49596
077.png,0.776374
078.png,61.899605
079.png,60.578495
080.png,53.227016
081.png,59.826233
082.png,65.21773
083.png,0.6440904
084.png,0.7929336
085.png,0.97525716
086.png,18.310516
087.png,60.252045
088.png,56.72532
089.png,67.99726
090.png,44.806442
091.png,61.72586
092.png,65.723816
093.png,8.700766
094.png,21.073906
095.png,37.386845
096.png,33.38664
097.jpg,39.602966
098.png,57.988716
099.png,61.307743
100.png,4.2757273
101.png,318.83923
102.png,0.5050322
103.png,53.26957
104.png,63.71521
105.png,0.9206437
106.png,4.940848
107.png,63.20462
108.png,33.79242
109.png,0.82088566
110.png,0.64808273
111.jpg,22.752897
112.png,0.9212843
113.png,0.573596
114.png,65.05226
115.png,51.8391
116.png,44.25179
117.png,265.3045
118.png,2.278551
119.png,35.35408
120.png,2.3249009
121.jpg,169.83058
122.png,23.987717
123.png,50.52899
124.png,35.791763
125.png,33.79462
126.png,49.958557
127.png,39.472435
128.png,47.62108
129.jpg,0.7237556
130.png,21.891853
131.png,28.62526
132.png,381.56512
