img_name,leaf_weight
001.png,60.565385594462015
002.png,288.5162148201177
003.png,5.176701326770081
004.png,60.78619342904455
005.png,70.735641519699
006.png,68.57596702765485
007.png,1.0529143120585827
008.png,72.85503966188837
009.png,0.6719485919684275
010.png,74.4038831149588
011.png,0.7995783112080003
012.png,33.265213638241086
013.png,14.662885417996744
014.png,33.43054710209278
015.png,13.179895397797747
016.png,72.89239321777795
017.png,70.39382667412572
018.png,37.88864160345374
019.png,74.61541139181973
020.png,269.34874616337277
021.png,42.83764494556809
022.png,4.896704520874919
023.png,3.783357127887879
024.jpg,21.175539424915
025.png,66.72858020622316
026.png,75.81199144231728
027.png,127.79800042153913
028.png,49.1054372509693
029.png,79.15727245899667
030.png,75.2277929545589
031.png,75.39919874344163
032.png,13.865539259160624
033.png,1.930391389388967
034.png,4.537278439487452
035.png,10.426213137931962
036.png,158.72157711357548
037.png,3.197327952071586
038.png,71.43505757934685
039.png,3.834350689216279
040.png,40.3905341266317
041.png,80.40209337454522
042.png,111.7676480607549
043.png,1.6197060964049856
044.png,31.64063261834599
045.png,69.25570529443257
046.png,31.473966470007834
047.png,68.59150831655661
048.png,38.75746389091417
049.jpg,77.28830922381425
050.png,74.79678074979948
051.jpg,251.18651347709823
052.png,67.37703155049404
053.png,77.42842667711412
054.png,58.271643793095166
055.png,74.2439653662234
056.png,34.429213795343735
057.png,71.68995940455288
058.png,31.51507479627281
059.png,29.7770893304248
060.png,71.47248714728453
061.png,1.8717892756223078
062.png,27.585043504274783
063.png,79.55449824912658
064.png,77.12311663539577
065.png,76.27856272561395
066.png,40.72693045089534
067.png,66.83961104356626
068.png,70.09109493794531
069.png,123.60517709284139
070.png,12.941601506241328
071.png,231.61993989097425
072.png,75.99657549879646
073.png,71.29422504694904
074.png,3.065749380145811
075.png,11.399937050571753
076.jpg,146.40606338565917
077.png,0.9340779584016434
078.png,72.63082340853407
079.png,67.57271333579615
080.png,61.59776313084038
081.png,70.71822299826434
082.png,76.01663743990795
083.png,9.766590018343061
084.png,10.89694102512665
085.png,1.4434298483291188
086.png,12.938838968939136
087.png,46.037567612359794
088.png,61.5193947709119
089.png,74.78302470524207
090.png,49.68097903688795
091.png,76.39497132154989
092.png,76.16207768496554
093.png,6.153421723043334
094.png,15.481133450629066
095.png,31.654756983205868
096.png,43.503763905320575
097.jpg,36.50183413078411
098.png,70.64106666777597
099.png,71.81557530157723
100.png,2.6813533246731254
101.png,261.0857550168749
102.png,1.127992559468847
103.png,58.34878714307488
104.png,74.85458062290613
105.png,0.7633997568668706
106.png,3.275875599965686
107.png,69.00077462762411
108.png,35.53615367558657
109.png,1.7634581624024426
110.png,0.8336294404864547
111.jpg,17.119355505954033
112.png,0.6819812486640746
113.png,4.157519921762477
114.png,60.275288539979954
115.png,67.82053000808801
116.png,50.079809886028976
117.png,227.4609020015099
118.png,1.8876612246631068
119.png,44.502561308893874
