img_name,leaf_weight
001.png,50.243595
002.png,349.50537
003.png,8.435847
004.png,52.523224
005.png,58.79062
006.png,56.425312
007.png,0.22927919
008.png,59.10898
009.png,0.8241892
010.png,33.943233
011.png,0.22927919
012.png,39.91285
013.png,30.760715
014.png,30.62522
015.png,21.873734
016.png,58.697014
017.png,29.717945
018.png,37.663597
019.png,61.57612
020.png,327.1133
021.png,38.93995
022.png,0.22927919
023.png,13.221696
024.jpg,14.3363085
025.png,58.46201
026.png,88.94416
027.png,146.33
028.png,43.365524
029.png,39.011467
030.png,62.397606
031.png,36.390484
032.png,4.454337
033.png,0.22927919
034.png,4.934348
035.png,0.6151986
036.png,176.25444
037.png,0.22927919
038.png,32.403553
039.png,3.8124352
040.png,37.72503
041.png,38.797195
042.png,127.9429
043.png,1.400642
044.png,35.357903
045.png,57.737595
046.png,35.214634
047.png,59.02578
048.png,36.966713
049.jpg,97.80648
050.png,42.063698
051.jpg,283.88052
052.png,60.280148
053.png,35.32767
054.png,69.22761
055.png,61.94167
056.png,44.548035
057.png,58.08087
058.png,37.03038
059.png,19.596956
060.png,57.73134
061.png,0.22927919
062.png,16.229038
063.png,37.44425
064.png,63.578255
065.png,35.720226
066.png,49.03727
067.png,51.007774
068.png,55.12283
069.png,140.50223
070.png,2.916746
071.png,274.08435
072.png,64.55455
073.png,32.32356
074.png,3.010399
075.png,1.7820772
076.jpg,154.75394
077.png,0.22927919
078.png,58.112587
079.png,56.336555
080.png,52.273308
081.png,56.221863
082.png,62.499325
083.png,0.49680308
084.png,1.687881
085.png,0.22927919
086.png,23.078018
087.png,59.30475
088.png,53.855217
089.png,47.813354
090.png,44.132328
091.png,38.610703
092.png,63.92332
093.png,8.236099
094.png,21.130056
095.png,36.040497
096.png,32.74949
097.jpg,46.770874
098.png,31.201754
099.png,59.8694
100.png,3.202207
101.png,318.96957
102.png,0.9446472
103.png,50.578835
104.png,61.353153
105.png,0.22927919
106.png,4.3805833
107.png,59.88885
108.png,32.249287
109.png,0.22927919
110.png,0.22927919
111.jpg,30.641668
112.png,0.22927919
113.png,0.22927919
114.png,56.76153
115.png,25.894531
116.png,43.592175
117.png,261.59146
118.png,3.0490606
119.png,34.705357
120.png,3.494156
121.jpg,188.30884
122.png,27.99156
123.png,42.94143
124.png,36.870598
125.png,32.69613
126.png,25.191084
127.png,37.53981
128.png,47.579983
129.jpg,1.0125949
130.png,22.118832
131.png,28.809351
132.png,378.84695
133.png,32.58001
134.png,376.62012
135.png,113.16137
136.jpg,53.774445
137.png,0.8150039
138.png,293.24435
139.png,46.059807
140.png,36.496338
141.png,51.178883
142.png,89.1658
143.png,64.12752
144.png,0.22927919
